volunteer,track,date,time,sky,rain,latitude,longitude,closest trap/tracking tunnel,band,new bands,age,sex,# mealworms given,# fed to partner/nestlings/fledglings,# consumed,# cached,interaction,other animal sighting/s,"notes, other activity",trap,lat,lng,aka
melissa b,Highbury Fling,2024-01-26,09:30,Mostly clear,None,,,67,,,,,,,,,Incidental,,"On track, reasonably friendly.",67,-41.297468904471884,174.75072444213993,
melissa b,Highbury Fling,2024-01-26,10:00,Mostly clear,None,,,62,WM-WB,,,,,,,,Known territory,,"In usual spot, extremely friendly.",62,-41.29955626741264,174.75077038396424,
melissa b,Highbury Fling,2024-01-26,10:00,Mostly clear,None,,,62,WM-RW,,,,,,,,Known territory,,"Hanging around WB, occasionally chasing but chatting a lot.",62,-41.29955626741264,174.75077038396424,
melissa b,Highbury Fling,2024-01-26,10:15,Mostly clear,None,,,61,WW-WM,,,,,,,,Incidental,,Was being chased away by WB at secret bath.,61,-41.299977561255695,174.75064038086316,
rachel w,Highbury Fling,2024-01-28,11:00,Overcast,None,,,63,WM-RR,,,,,,,,Known territory,,,63,-41.29896942789763,174.7507283955656,
rachel w,Highbury Fling,2024-01-28,11:30,Overcast,None,,,62,WM-WB,,,,,,,,Known territory,,,62,-41.29955626741264,174.75077038396424,
rachel w,Highbury Fling,2024-01-28,11:30,Overcast,None,,,62,WM-RW,,,,,,,,Known territory,,,62,-41.29955626741264,174.75077038396424,
rachel w,Highbury Fling,2024-01-31,17:00,Mostly clear,None,,,64,,,,,,,,,Call heard only,,Brief call heard below 64. Probably RR,64,-41.298473447882344,174.7503399587341,
melissa b,Highbury Fling,2024-02-01,09:15,Mostly clear,None,,,68,?,,,,,,,,Call heard only,,Singing from downhill near 68. Sounded like a juvenile practicising.,68,-41.29740398706121,174.75138937022044,
melissa b,Highbury Fling,2024-02-01,09:30,Mostly clear,None,,,67,,,,,,,,,Incidental,,Very friendly unbanded bird. Was singing on track but approached me and followed me downhill into 67 gully then back up again.,67,-41.297468904471884,174.75072444213993,
rachel w,Highbury Fling,2024-02-01,16:50,Mostly clear,None,,,63,WM-RR,,,,,,,,Known territory,,Appeared near pine grove above 63,63,-41.29896942789763,174.7507283955656,
rachel w,Highbury Fling,2024-02-01,17:00,Mostly clear,None,,,62,WM-WB,,,,,,,,Known territory,,Right by the Lone Pine track and followed me up to the Secret Bath camera,62,-41.29955626741264,174.75077038396424,
rachel w,Highbury Fling,2024-02-01,17:20,Mostly clear,None,,,57,YM-OR,,,,,,,,Known territory,,Right up by the bowl bath near 57,57,-41.302015373577966,174.7501822420483,
rachel w,Highbury Fling,2024-02-01,17:50,Mostly clear,None,,,67,?,,,,,,,,Call heard only,,Heard call in gully close to trail but it didn't approach me. I didn't stick around too long due to the amount of bike traffic on trail,67,-41.297468904471884,174.75072444213993,
annette h,Highbury Fling,2024-02-02,,Overcast,Showery,,,67,OK-WM,OK-WM,S,M,,,,,Banding visit,,"below HF 67, at bottom of valley just before steep part, probably just above Clinical. Had a bath in stream, and sang.",67,-41.297468904471884,174.75072444213993,
jess f,Windmill ,2024-02-01,19.36,Mostly clear,None,,,,Unbanded,,,,,,,,,,,,,,
melissa b + rachel w,Highbury Fling,2024-02-04,09:40,Partly cloudy,None,,,67,OK-WM,,,,3,,3,,Known territory,,Very friendly but not hungry.,67,-41.297468904471884,174.75072444213993,
melissa b + rachel w,Highbury Fling,2024-02-04,10:20,Partly cloudy,None,,,63,,,,,6,,4,2,Known territory,,On track foraging. Reasonably friendly. Not overly hungry.,63,-41.29896942789763,174.7507283955656,
melissa b + rachel w,Highbury Fling,2024-02-04,10:20,Partly cloudy,None,,,63,WM-RR,,,,,,,,Known territory,,"Interested in Unbanded bird, chatting back and forth. Wasn't aggressive towards it.",63,-41.29896942789763,174.7507283955656,
melissa b + rachel w,Highbury Fling,2024-02-04,11:50,Partly cloudy,None,,,62,WM-WB,,,,,,,,Known territory,,"Friendly as usual, hopped around in puddles and had a bath.",62,-41.29955626741264,174.75077038396424,
melissa b + rachel w,Highbury Fling,2024-02-04,11:50,Partly cloudy,None,,,62,WM-RW,,,,,,,,Known territory,,Chasing WB away. Not overly friendly today.,62,-41.29955626741264,174.75077038396424,
annette h,Highbury Fling,2024-02-05,09:30,Mostly clear,None,,,63,WM-RR,,,,,,,,Known territory,,,63,-41.29896942789763,174.7507283955656,
annette h,Highbury Fling,2024-02-05,11:30,Mostly clear,None,,,62,WM-YW,WM-YW,S,Un,,,,,Banding visit,,Familiar with worms so probably the one seen at 63,62,-41.29955626741264,174.75077038396424,
rachel w,Highbury Fling,2024-02-08,16:50,Overcast,None,,,66,OK-WM,,S,M,,,,,Known territory,Ruru uphill and angry titipounamu,Hopping around on track,66,-41.29769233642708,174.7505392149956,
rachel w,Highbury Fling,2024-02-08,17:15,Overcast,None,,,Hoki Mai,,,,,,,,,None observed,Female Hihi in light well next to Hoki Mai,,Hoki Mai,-41.302901091488565,174.7504022194934,
rachel w,Highbury Fling,2024-02-08,17:30,Overcast,None,,,60,Y-BM,,A,,,,,,Incidental,Ruru near 59 and more angry titipounamu,Difficult to ID due to low light but am fairly certain it was this bird. Uphill from track near Trap 60. Being followed by fledgling who still seemed quite dependent. Did not feed,60,-41.30070169356118,174.7507425715453,
rachel w,Highbury Fling,2024-02-08,17:30,Overcast,None,,,60,,,S,Un,,,,,Incidental,,Loud begging noises uphill of Trap 60. Following adult. Did not feed as these are likely fence hoppers,60,-41.30070169356118,174.7507425715453,
melissa b,Highbury Fling,2024-02-09,09:20,Mostly clear,None,,,63,WM-RR,,A,M,,,,,Known territory,,Was reluctant to come visit. Eventually came to visit and hung around for a while.,63,-41.29896942789763,174.7507283955656,
melissa b,Highbury Fling,2024-02-09,10:10,Mostly clear,None,,,61,WM-WB,,,M,,,,,Known territory,,Right on the track. Friendly as usual.,61,-41.299977561255695,174.75064038086316,
melissa b,Highbury Fling,2024-02-09,10:20,Mostly clear,None,,,60,,,,,3,,3,,Incidental,,In middle of track. Didn't know what to do with worms. Squinting left eye. Quite a big little bird.,60,-41.30070169356118,174.7507425715453,
melissa b,Highbury Fling,2024-02-09,11:20,Mostly clear,None,,,58,,,,,3,,3,,Incidental,,"Much smaller than other unbanded. Was near bench seat. Interacting with OR a little bit, chasing him.",58,-41.30154391398336,174.75075768904915,
melissa b,Highbury Fling,2024-02-09,11:25,Mostly clear,None,,,58,YM-OR,,A,M,,,,,Known territory,,"Was calling at unbanded bird, scuffling but not aggressively. He just seemed interested in the young bird.",58,-41.30154391398336,174.75075768904915,
melissa b,Highbury Fling,2024-02-09,11:45,Mostly clear,None,,,67,OK-WM,,S,M,2,,2,,Known territory,,"He was singing downhill, came up to taps after a few minutes.",67,-41.297468904471884,174.75072444213993,
rachel w,Highbury Fling,2024-02-09,16:45,Mostly clear,None,,,57,,,,,,,,,Call heard only,,Call heard downwhill toward Hoki Mai (probably OR),57,-41.302015373577966,174.7501822420483,
rachel w,Highbury Fling,2024-02-09,17:30,Mostly clear,None,,,60,,,,,,,,,Call heard only,,,60,-41.30070169356118,174.7507425715453,
camera trap 57,Highbury Fling,2024-02-09,18:28,Mostly clear,None,,,57,,,,,,,,,,,,57,-41.302015373577966,174.7501822420483,
camera trap 57,Highbury Fling,2024-02-10,08:21,Mostly clear,None,,,57,,,,,,,,,,,,57,-41.302015373577966,174.7501822420483,
rachel w,Highbury Fling,2024-02-10,13:00,Mostly clear,None,,,61,WM-WB,,,,,,,,Known territory,,Near Public Bath,61,-41.299977561255695,174.75064038086316,
rachel w,Highbury Fling,2024-02-10,14:00,Mostly clear,None,,,63,WM-RR,,,,,,,,Known territory,,Near side of trail. Didn't hang around for long,63,-41.29896942789763,174.7507283955656,
camera trap 62,Highbury Fling,2024-02-10,14:00,Mostly clear,None,,,62,WM-WB,,,,,,,,Known territory,,,62,-41.29955626741264,174.75077038396424,
camera trap 62,Highbury Fling,2024-02-10,14:00,Mostly clear,None,,,62,WM-RW,,,,,,,,Known territory,,,62,-41.29955626741264,174.75077038396424,
camera trap 62,Highbury Fling,2024-02-10,14:00,Mostly clear,None,,,62,pBM-GB,,,,,,,,,,"Couldn't tell if white or pale blue band above metal but don't know of any WM-GB. Yes, It was pBM-GB",62,-41.29955626741264,174.75077038396424,
camera trap 57,Highbury Fling,2024-02-12,07:40,Mostly clear,None,,,57,,,,,,,,,,,,57,-41.302015373577966,174.7501822420483,
rachel w,Highbury Fling,2024-02-12,17:52,Mostly clear,None,,,59,Y-BM,,,,,,,,Known territory,,Flying toward 61 alongside trail. Stopped for a bath at Public Bath. No child in tow this time,59,-41.30113505138768,174.7504150935392,
rachel w,Highbury Fling,2024-02-14,17:02,Mostly clear,None,,,67,,,,,,,,,Incidental,,Flew from just above trail into gully below 67. Not interested in me at all,67,-41.297468904471884,174.75072444213993,
rachel w,Highbury Fling,2024-02-14,17:10,Mostly clear,None,,,61,WM-WB,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
rachel w,Highbury Fling,2024-02-14,17:40,Mostly clear,None,,,57,,,,,,,,,Call heard only,,Singing uphill from 57/bowl bath,57,-41.302015373577966,174.7501822420483,
rachel w,Highbury Fling,2024-02-14,17:55,Mostly clear,None,,,59-60,,,,M,6,,4,2,Incidental,,Unbanded singing loudly uphill from trail betw 59-60 (closer to 60). Curious and friendly but unsure if familiar with worms. Tapped and gave plenty,59,-41.30113505138768,174.7504150935392,
annette h + melissa b,Highbury Fling,2024-02-14,09:00,Partly cloudy,None,,,57,YM-OR,,,,,,,,Banding visit,,Hanging around unbanded bird.,57,-41.302015373577966,174.7501822420483,
annette h + melissa b,Highbury Fling,2024-02-14,09:00,Partly cloudy,None,,,57,WM-RK,WM-RK,S,M,,,,,Banding visit,,Skinny bird! Sung loudly when released after banding.,57,-41.302015373577966,174.7501822420483,
annette h + melissa b,Highbury Fling,2024-02-14,10:00,Partly cloudy,None,,,60,YK-WM,YK-WM,S,M,,,,,Banding visit,,Round little guy. Didn't sing much today but did previously.,60,-41.30070169356118,174.7507425715453,
annette h + melissa b,Highbury Fling,2024-02-14,12:00,Partly cloudy,None,,,62,WM-WB,,,,,,,,Banding visit,,Being a wombat. Chased RW.,62,-41.29955626741264,174.75077038396424,
annette h + melissa b,Highbury Fling,2024-02-14,12:00,Partly cloudy,None,,,61,WM-RW,,,,,,,,Banding visit,,Being chased by Wombat. Looking scruffy. No tail.,61,-41.299977561255695,174.75064038086316,
annette h + melissa b,Highbury Fling,2024-02-14,12:00,Partly cloudy,None,,,62,pBM-GB,,S,M,,,,,Banding visit,,Hanging around with Wombat. Quite tolerant towards eachother.,62,-41.29955626741264,174.75077038396424,
annette h + melissa b,Highbury Fling,2024-02-14,13:00,Partly cloudy,None,,,63,WM-RR,,,,,,,,Banding visit,,Looking scruffy. Molting tail.,63,-41.29896942789763,174.7507283955656,
annette h + melissa b,Highbury Fling,2024-02-14,13:00,Partly cloudy,None,,,63,WM-YW,,,,,,,,Banding visit,,Very friendly. Was singing to RR.,63,-41.29896942789763,174.7507283955656,
annette h + melissa b,Highbury Fling,2024-02-14,14:20,Partly cloudy,None,,,70,GPu-WM,GPu-WM,A,M?,3,,3,,Banding visit,,Reasonably friendly. Ate worms clumsily. Adult. Chased RPu. May be fence jumper.,70,-41.297329803730925,174.75185745955508,
annette h,Highbury Fling,2024-02-14,15:40,Partly cloudy,None,,,70,WM-RPu,WM-RPu,S,Un,,,,,Banding visit,,Chased by adult GPu. Not sure whether they 'belong together',70,-41.297329803730925,174.75185745955508,
rachel w,Highbury Fling,2024-02-15,17:30,Mostly clear,None,,,59-60,YK-WM,,S,M,2,,,,Known territory,,Loud singing below track. Called them over to see if it was the UB or one of the banded birds,59,-41.30113505138768,174.7504150935392,
rachel w,George Denton,2024-02-16,17:00,Mostly clear,None,,,,,,,,,,,,None observed,,Clinical track closed for maintenance,,,,
rachel w,Highbury Fling,2024-02-16,17:17,Mostly clear,None,,,67,WM-PuY,,,,,,,,Incidental,,Brief song in valley below 67. Couldn't see who at first so lured it over. Flew uphill toward Zealandia. Appears to be adult banded several years ago. Last seen Jun 2023,67,-41.297468904471884,174.75072444213993,
rachel w,Highbury Fling,2024-02-16,,Mostly clear,None,,,61,WM-WB,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
rachel w,Highbury Fling,2024-02-16,18:00,Mostly clear,None,,,60,,,,,3,,,,Incidental,,Just downhill of trail between 59-60 today. Singing.,60,-41.30070169356118,174.7507425715453,
simon,Transient,2024-02-17,18:45,Mostly clear,None,,,43,,,,,,,,,Incidental,,"Fluffy fledgeling, possibly a parent nearby",43,-41.302407797918356,74.75491040761744,
rachel w,Transient,2024-02-18,,Partly cloudy,None,,,003,,,,,,,,,None observed,,,3,-41.294877101561966,174.7614329945302,
rachel w,Transient,2024-02-18,,Partly cloudy,None,,,43,,,,,,,,,None observed,,,43,-41.302407797918356,74.75491040761744,
rachel w,Highbury Fling,2024-02-18,,Partly cloudy,None,,,Hoki Mai,YM-OR,,,,,,,,Known territory,,Brief burst of song above Hoki Mai. Followed it and found Oscar,Hoki Mai,-41.302901091488565,174.7504022194934,
rachel w,Highbury Fling,2024-02-18,,Partly cloudy,None,,,61,,,,,,,,,Call heard only,,Distant singing in valley below 61,61,-41.299977561255695,174.75064038086316,
rachel w,Highbury Fling,2024-02-18,,Partly cloudy,None,,,66,,,,,,,,,Call heard only,,Distant singing below 66,66,-41.29769233642708,174.7505392149956,
annette h,Transient,2024-02-19,09:15,Partly cloudy,None,,,43,OY-WM,OY-WM,A,M,,,,,Banding visit,,"Not feeding the juvenile, but fairly sure it is his. Just finishing moult - a few coverts and some body. Wings and tail new. Searched but cd not find any others ie female.",43,-41.302407797918356,74.75491040761744,
annette h,Transient,2024-02-19,,Partly cloudy,None,,,43,WM-BPu,WM-BPu,S,Un,,,,,Banding visit,,Juvenile seems to belong to above male.,43,-41.302407797918356,74.75491040761744,
annette h,Highbury Fling,2024-02-19,12:00,Partly cloudy,None,,,59-60,,,,,,,,,Banding visit,,None seen.,59,-41.30113505138768,174.7504150935392,
annette h,Highbury Fling,2024-02-19,13:30,Partly cloudy,None,,,62,WM-YW,,,,,,,,Known territory,,Just past Lone Pine track towards 63,62,-41.29955626741264,174.75077038396424,
annette h,Highbury Fling,2024-02-19,14:00,Partly cloudy,None,,,61,WM-WB,,,,,,,,Known territory,,Just had a bath.,61,-41.299977561255695,174.75064038086316,
rachel w,Highbury Fling,2024-02-20,,Partly cloudy,None,,,,,,,,,,,,None observed,,Quick trip to check cameras. No sightings while doing so,,,,
rachel w,Tanera,2024-02-21,12:45,Mostly clear,None,,,,,,,,,,,,Known territory,,Tanera Gully at the end of Epuni Street. Reported by community member yesterday. I encountered it near the stream almost as far in as you can walk,,,,
annette h,Highbury Fling,2024-02-22,09:10,Mostly clear,None,,,55,BK-WM,BK-WM,S,Un,,,,,Incidental,,Quite shy. Oscar came before i released it and was interested but didn't chase it.,55,-41.30279995570507,174.75039736514165,
annette h,Highbury Fling,2024-02-22,09:10,Mostly clear,None,,,55,YM-OR,,A,M,,,,,Known territory,,,55,-41.30279995570507,174.75039736514165,
melissa b,Highbury Fling,2024-02-22,09:10,Mostly clear,None,,,61,WM-WB,,S,M,,,,,Known territory,,"Investigating bath, singing his heart out.",61,-41.299977561255695,174.75064038086316,
melissa b,Highbury Fling,2024-02-22,09:10,Mostly clear,None,,,61,WM-RW,,A,M,,,,,Known territory,,Quietly hopping around bathing area. Not singing today.,61,-41.299977561255695,174.75064038086316,
annette h + melissa b,Highbury Fling,2024-02-22,10:30,Mostly clear,None,,,61,WM-WB,,S,M,,,,,Known territory,,"Very friendly, followed us around.",61,-41.299977561255695,174.75064038086316,
annette h + melissa b,Highbury Fling,2024-02-22,10:45,Mostly clear,None,,,63,WM-RR,,A,M,,,,,Known territory,,Quietly lurking around. Looking a bit less scruffy than last week.,63,-41.29896942789763,174.7507283955656,
annette h + melissa b,Highbury Fling,2024-02-22,12:00,Mostly clear,None,,,67,OK-WM,,S,M,,,,,Known territory,,Approached track after a minute of waiting. Curious and friendly. Not singing today. Followed us down the valley.,67,-41.297468904471884,174.75072444213993,
annette h + melissa b,Highbury Fling,2024-02-22,12:45,Mostly clear,None,,,67,?,,,,,,,,Call heard only,,Heard one call from downhill in 67 gully. Couldn't locate bird though.,67,-41.297468904471884,174.75072444213993,
annette h + melissa b,Clinical,2024-02-22,13:15,Mostly clear,None,,,82,WM-OG,,S,Un,,,,,Known territory,,"Was inbetween 81-82. Approached us, very friendly. No singing.",82,-41.2989813808858,174.75224327721347,
annette h + melissa b,Clinical,2024-02-22,13:30,Mostly clear,None,,,81,WM-RR,,A,M,,,,,Known territory,,"Came from above. Chased WM-OG several times, but not aggressively.",81,-41.29881565124148,174.75160611001144,
annette h + melissa b,Clinical,2024-02-22,14:00,Mostly clear,None,,,81,?,,,,,,,,Call heard only,,Call heard from slightly downhill towards 81 but no-one approached us.,81,-41.29881565124148,174.75160611001144,
annette h,Highbury Fling,2024-02-22,15:00,Mostly clear,None,,,59,u,WM-WO,S,Un,,,,,Incidental,,May be one seen previously as possibly familiar with worms.,59,-41.30113505138768,174.7504150935392,
annette h,Highbury Fling,2024-02-22,16:10,Mostly clear,None,,,53-54,u,,,,,,,,Incidental,,Very wary. Got it to eat worms but rush hour on the track so it kept getting scared off.,53,-41.30372150732203,174.75183149751493,
rachel w,Waimapihi Stream Loop,2024-02-22,17:00,Mostly clear,None,-41.3023482,174.7536471,GN7,,,,,6,,4,3,Incidental,,Possibly male as song heard but unsure if it was one bird or two. Squabbling sounds heard when I first saw them. Followed me up hill toward Ikagai,GN7,,,
rachel w,Transient,2024-02-22,17:30,Mostly clear,None,,,43-44,OY-WM,,A,M,,,,,Known territory,,Downhill below both Transient and bike trail. Chattered back and forth with Unbanded. No squabbling but unbanded followed him and seemed to flap a bit,43,-41.302407797918356,74.75491040761744,
rachel w,Highbury Fling,2024-02-22,18:20,Mostly clear,None,,,57,WM-RK,,,,,,,,Known territory,,"Short call but only the first ""verse""",57,-41.302015373577966,174.7501822420483,
